timestamp_utc,trial_id,center_image,chosen_image,clicked_position,option_order
2026-04-14T12:50:21.702581+00:00,trial_36,network-snapshot-000320_04871.png,ESP_057842_1310_IRB.NOMAP.browse_5.jpg,2,ESP_053435_1805_IRB.NOMAP.browse_2.jpg;ESP_045578_2310_IRB.NOMAP.browse_0.jpg;ESP_057842_1310_IRB.NOMAP.browse_5.jpg;ESP_035142_1345_IRB.NOMAP.browse_7.jpg
2026-04-14T12:50:25.376323+00:00,trial_42,network-snapshot-000320_42646.png,ESP_041323_0960_IRB.NOMAP.browse_6.jpg,1,ESP_041178_0980_IRB.NOMAP.browse_4.jpg;ESP_041323_0960_IRB.NOMAP.browse_6.jpg;ESP_054812_2145_IRB.NOMAP.browse_2.jpg;ESP_041178_0980_IRB.NOMAP.browse_3.jpg
2026-04-14T12:50:29.746305+00:00,proto_03,network-snapshot-000320_31186.png,network-snapshot-000320_02072.png,1,network-snapshot-000320_38999.png;network-snapshot-000320_02072.png;network-snapshot-000320_13172.png;network-snapshot-000320_33410.png
2026-04-14T12:50:31.501256+00:00,trial_18,network-snapshot-000320_28265.png,ESP_031840_1425_IRB.NOMAP.browse_6.jpg,2,ESP_036832_1895_IRB.NOMAP.browse_11.jpg;ESP_054849_1580_IRB.NOMAP.browse_0.jpg;ESP_031840_1425_IRB.NOMAP.browse_6.jpg;ESP_026363_1540_IRB.NOMAP.browse_2.jpg
2026-04-14T12:50:34.350999+00:00,trial_10,network-snapshot-000320_13172.png,ESP_054810_1980_IRB.NOMAP.browse_3.jpg,1,ESP_027582_1700_IRB.NOMAP.browse_5.jpg;ESP_054810_1980_IRB.NOMAP.browse_3.jpg;ESP_028515_2095_IRB.NOMAP.browse_10.jpg;ESP_039273_1315_IRB.NOMAP.browse_8.jpg
2026-04-14T12:50:37.575703+00:00,trial_22,network-snapshot-000320_24346.png,ESP_055872_1000_IRB.NOMAP.browse_20.jpg,0,ESP_055872_1000_IRB.NOMAP.browse_20.jpg;ESP_046148_1180_IRB.NOMAP.browse_10.jpg;ESP_052330_2310_IRB.NOMAP.browse_1.jpg;ESP_051969_2560_IRB.NOMAP.browse_9.jpg
2026-04-14T12:50:39.328553+00:00,trial_12,network-snapshot-000320_02072.png,ESP_037866_1760_IRB.NOMAP.browse_5.jpg,2,ESP_031049_1845_IRB.NOMAP.browse_0.jpg;ESP_030389_1770_IRB.NOMAP.browse_0.jpg;ESP_037866_1760_IRB.NOMAP.browse_5.jpg;ESP_027331_2140_IRB.NOMAP.browse_10.jpg
2026-04-14T12:50:42.262983+00:00,trial_13,network-snapshot-000320_12914.png,ESP_056776_0955_IRB.NOMAP.browse_23.jpg,1,ESP_031064_1085_IRB.NOMAP.browse_0.jpg;ESP_056776_0955_IRB.NOMAP.browse_23.jpg;ESP_046087_1825_IRB.NOMAP.browse_7.jpg;ESP_054680_2060_IRB.NOMAP.browse_18.jpg
2026-04-14T12:50:44.446670+00:00,trial_7,network-snapshot-000320_15685.png,ESP_057123_1915_IRB.NOMAP.browse_18.jpg,2,ESP_046854_1010_IRB.NOMAP.browse_12.jpg;ESP_039265_1735_IRB.NOMAP.browse_1.jpg;ESP_057123_1915_IRB.NOMAP.browse_18.jpg;ESP_035882_2000_IRB.NOMAP.browse_7.jpg
2026-04-14T12:50:46.167292+00:00,trial_55,network-snapshot-000320_06636.png,ESP_050479_2560_IRB.NOMAP.browse_6.jpg,1,ESP_042062_2600_IRB.NOMAP.browse_1.jpg;ESP_050479_2560_IRB.NOMAP.browse_6.jpg;ESP_027177_1580_IRB.NOMAP.browse_3.jpg;ESP_052552_2235_IRB.NOMAP.browse_7.jpg
2026-04-14T12:50:49.469899+00:00,trial_38,network-snapshot-000320_47830.png,ESP_028996_1330_IRB.NOMAP.browse_14.jpg,3,ESP_026424_2570_IRB.NOMAP.browse_1.jpg;ESP_056932_2195_IRB.NOMAP.browse_0.jpg;ESP_037614_1845_IRB.NOMAP.browse_5.jpg;ESP_028996_1330_IRB.NOMAP.browse_14.jpg
2026-04-14T12:50:52.249153+00:00,trial_28,network-snapshot-000320_28053.png,ESP_045363_2560_IRB.NOMAP.browse_4.jpg,3,ESP_035128_1485_IRB.NOMAP.browse_2.jpg;ESP_045460_2600_IRB.NOMAP.browse_2.jpg;ESP_045363_2560_IRB.NOMAP.browse_4.jpg;ESP_045363_2560_IRB.NOMAP.browse_4.jpg
2026-04-14T12:50:56.619236+00:00,trial_20,network-snapshot-000320_31814.png,ESP_050876_1750_IRB.NOMAP.browse_4.jpg,3,ESP_035692_2440_IRB.NOMAP.browse_8.jpg;ESP_053119_2395_IRB.NOMAP.browse_0.jpg;ESP_050298_1160_IRB.NOMAP.browse_10.jpg;ESP_050876_1750_IRB.NOMAP.browse_4.jpg
2026-04-14T12:50:58.863315+00:00,trial_33,network-snapshot-000320_35738.png,ESP_044411_1390_IRB.NOMAP.browse_16.jpg,2,ESP_052635_2160_IRB.NOMAP.browse_12.jpg;ESP_056837_0995_IRB.NOMAP.browse_11.jpg;ESP_044411_1390_IRB.NOMAP.browse_16.jpg;ESP_037270_1865_IRB.NOMAP.browse_7.jpg
